id,name,hotel_id,address,link_hotel,city_id,quality,rating,number_people_rating,description,distance,image,price
241,"Golden Rooster Hotel",hotel_2914849,"Quận Hoàn Kiếm, Hà Nội",https://is.gd/LmjZS6,6228,3,9.1,838,"Phòng Giường Đôi/ 2 Giường Đơn Hạng Tiết Kiệm","105.847181,21.035805",https://is.gd/OvUhDt,408000
242,"Bavi Homestead",hotel_1485545,"Ba Vì",https://is.gd/eELJKX,6228,0,8.3,350,"Giường Đơn Trong Phòng Nghỉ Tập Thể Cho Cả Nam Và Nữ","105.391625761986,21.082550828947",https://is.gd/lEKMzZ,199500
243,"Millennium Hanoi Hotel",hotel_241267,"Quận Hoàn Kiếm, Hà Nội",https://is.gd/TqNJrd,6228,3,8.9,401,"Phòng Tiêu Chuẩn Giường Đôi","105.842845737934,21.0280649140889",https://is.gd/BihRZv,338675
244,"Diamond Legend Hotel",hotel_236232,"Quận Hoàn Kiếm, Hà Nội",https://is.gd/9U2qo3,6228,3,8.9,115,"Phòng Tiêu Chuẩn Giường Đôi","105.847213715315,21.0384509319686",https://is.gd/3okWlU,400000
245,"Trang Trang Premium Hotel",hotel_2977842,"Quận Hoàn Kiếm, Hà Nội",https://is.gd/8C5A9a,6228,3,9.4,726,"Phòng Deluxe Có Giường Cỡ Queen","105.852985,21.032626",https://is.gd/WVZEWm,674100
246,"Lavender Central Hotel & Spa Hanoi",hotel_536812,"Quận Hoàn Kiếm, Hà Nội",https://is.gd/0OkvdC,6228,3,9.2,358,"Phòng Superior có giường cỡ Queen","105.85310921073,21.0336893658629",https://is.gd/yh8WUx,332161
247,"MAI HOUSE Saigon",hotel_4857560,"Quận 3, TP. Hồ Chí Minh",https://is.gd/vVy8IW,6229,5,9.4,252,"Phòng Deluxe Giường Đôi - Tủ Lạnh Mini Miễn Phí","106.691944,10.782278",https://is.gd/Nq2Euw,2744280
248,"Icon Saigon - LifeStyle Design Hotel",hotel_5739875,"Quận 1, TP. Hồ Chí Minh",https://is.gd/tgFdJP,6229,4,8.8,919,"Phòng Superior 2 Giường Đơn (Cửa Sổ Bên Trong)","106.70449,10.776769",https://is.gd/QCuQuF,854280
249,"Grand Hotel Saigon",hotel_184542,"Quận 1, TP. Hồ Chí Minh",https://is.gd/IOmMGt,6229,5,8.7,1618,"Sử Dụng Trong Ngày (Lưu Trú Trong Ngày Từ 09:00 - 18:00)","106.705656051636,10.7738942200765",https://is.gd/RdrEgY,1480027
250,"AEM Hotel Selection",hotel_311073,"Quận 1, TP. Hồ Chí Minh",https://is.gd/KggIWW,6229,3,7,40,"Ưu Đãi Sử Dụng Trong Ngày - Phòng Superior Giường Đôi - Lưu Trú 2 Giờ","106.698018461466,10.7734910757546",https://is.gd/he7PY5,90000
251,"Winsuites Saigon",hotel_4796195,"Quận 1, TP. Hồ Chí Minh",https://is.gd/zRv8jg,6229,4,8.8,1632,"Phòng Deluxe ở Góc","106.697106,10.771542",https://is.gd/Bix7Bt,940000
252,"Orchids Saigon Hotel",hotel_4028344,"Quận 3, TP. Hồ Chí Minh",https://is.gd/LnW2eu,6229,4,9,2654,"Phòng Superior Giường Đôi hoặc 2 Giường Đơn","106.695544,10.781072",https://is.gd/0pqwrT,2146500
253,"Cicilia Saigon Hotels & Spa",hotel_3546320,"Quận 1, TP. Hồ Chí Minh",https://is.gd/HIPQWs,6229,4,7.8,741,"Phòng Superior Giường Đôi","106.692649457794,10.7719902937347",https://is.gd/twO8R1,621000
254,"Vinpearl Luxury Landmark 81",hotel_4485125,"Quận Bình Thạnh, TP. Hồ Chí Minh",https://is.gd/egtyBE,6229,5,9,119,"Phòng Premier Có Giường Cỡ King","106.718709,10.795414",https://is.gd/Dg0yx8,2700001
255,"Hotel Nikko Saigon",hotel_321193,"Quận 1, TP. Hồ Chí Minh",https://is.gd/2pIdUw,6229,5,9.1,691,"Phòng Deluxe 2 Giường Đơn","106.682668179274,10.7642054323537",https://is.gd/H6NsMR,2221320
256,"Hong Vina Hotel",hotel_738246,"Quận 1, TP. Hồ Chí Minh",https://is.gd/prBPH2,6229,3,7.5,494,"Sử Dụng Trong Ngày (3 Giờ) - Phòng Deluxe Giường Đôi","106.698218017882,10.769111347841",https://is.gd/Jkotga,108000
257,"Fusion Suites Saigon",hotel_1724717,"Quận 1, TP. Hồ Chí Minh",https://is.gd/MiQUov,6229,4,9.1,1612,"Phòng Giường Đôi Không có Cửa sổ","106.689976430372,10.7724915406753",https://is.gd/oeBSK9,1793504
258,"The Myst Dong Khoi",hotel_2066904,"Quận 1, TP. Hồ Chí Minh",https://is.gd/556RUh,6229,5,8.8,1095,"Phòng Dong Khoi 2 Giường Đơn Không Có Tầm Nhìn","106.705235430086,10.7743817142385",https://is.gd/TJi09t,2091032
259,"Central Palace Hotel",hotel_1830458,"Quận 1, TP. Hồ Chí Minh",https://is.gd/bmIBOp,6229,4,8.4,1431,"Phòng Deluxe Giường Đôi - Không Kèm Bữa Sáng","106.697163188361,10.7755097586319",https://is.gd/N651RW,882307
260,"Quy Hung Hotel",hotel_1598376,"Quận 1, TP. Hồ Chí Minh",https://is.gd/07khcU,6229,2,6.9,272,"Phòng Tiêu Chuẩn Giường Đôi","106.697625517845,10.7698709868329",https://is.gd/kR2xxp,225000
261,"Bonita Signature Hotel",hotel_3529801,"Quận 1, TP. Hồ Chí Minh",https://is.gd/IjwqLV,6229,3,7.3,874,"Cloud 9","106.68864,10.770325",https://is.gd/MO4qja,480000
262,"Lucky Star Hotel 146 Nguyen Trai",hotel_1597893,"Quận 1, TP. Hồ Chí Minh",https://is.gd/8Wa2sB,6229,3,8.2,352,"Ưu Đãi Sử Dụng Trong Ngày - Phòng Superior Giường Đôi - Lưu Trú 4 Giờ","106.690630842471,10.7695335737845",https://is.gd/cwPAli,157500
263,"Gemini Saigon",hotel_3077284,"Quận 1, TP. Hồ Chí Minh",https://is.gd/3ivdjj,6229,0,8.9,809,"Phòng Deluxe - Ưu Đãi Sử Dụng Trong Ngày (Lưu Trú Từ 09:00 - 18:00)","106.694707,10.767133",https://is.gd/FD4Ben,352000
264,"Lotus Central Hotel",hotel_3919600,"Quận 1, TP. Hồ Chí Minh",https://is.gd/e3iTFN,6229,4,8.9,464,"Phòng Ledro Superior Giường Đôi","106.6971,10.768519",https://is.gd/FVk4QD,735000
265,"Au Lac Legend Hotel",hotel_288108,"Quận 3, TP. Hồ Chí Minh",https://is.gd/norXvV,6229,4,8.6,1345,"Phòng Superior Giường Đôi - Không có Cửa sổ","106.695994734764,10.7809346665493",https://is.gd/EtYNTG,888000
266,"Hotel Majestic Saigon",hotel_184704,"Quận 1, TP. Hồ Chí Minh",https://is.gd/D50F5j,6229,5,8.5,1371,"Phòng Colonial Deluxe Giường Đôi/2 Giường Đơn","106.70621663332,10.7729693587722",https://is.gd/6FDZQg,1673795
267,"Senses Legend Hotel",hotel_1067056,"Quận 1, TP. Hồ Chí Minh",https://is.gd/T0D4jY,6229,3,7.8,970,"Ưu Đãi Sử Dụng Trong Ngày (từ 11:00 - 15:00) Lưu trú Trong Cùng Ngày - Phụ Phí Áp Dụng Cho Khách Lưu Trú Qua Đêm","106.689670085907,10.7712803597152",https://is.gd/n1f3IJ,157500
268,"Lotus Universe Apartment",hotel_3639571,"Quận Phú Nhuận, TP. Hồ Chí Minh",https://is.gd/CKfC23,6229,3,8.6,189,"Căn Hộ 1 Phòng Ngủ","106.691694515961,10.802223936978",https://is.gd/CBYeed,408000
269,"Lucky Star Hotel 266 De Tham (New Pearl Hotel)",hotel_709459,"Quận 1, TP. Hồ Chí Minh",https://is.gd/XRMT3e,6229,3,8,461,"Ưu Đãi Sử Dụng Trong Ngày - Phòng Superior Giường Đôi - Lưu Trú 4 Giờ","106.693541623593,10.768321320964",https://is.gd/KAdOBM,157500
270,"Bonita THT",hotel_2186804,"Quận 10, TP. Hồ Chí Minh",https://is.gd/Git6pP,6229,2,7.6,135,"Phòng Tiêu Chuẩn Giường Đôi","106.668208139018,10.779800518928",https://is.gd/VtUkVY,426880
271,"Huong Sen Hotel",hotel_281415,"Quận 1, TP. Hồ Chí Minh",https://is.gd/b3gIGe,6229,3,8.6,1082,"Phòng Superior Giường Đôi hoặc 2 Giường Đơn","106.70427069068,10.7750588561964",https://is.gd/gTRfR9,914040
272,"Saigon Sparkle Hotel",hotel_264198,"Quận 1, TP. Hồ Chí Minh",https://is.gd/55VVx5,6229,3,7.7,793,"Phòng Superior Giường Đôi","106.695721149445,10.7717968097302",https://is.gd/0YynuE,342000
273,"Common Inn Thao Dien",hotel_3052471,"Quận 2, TP. Hồ Chí Minh",https://is.gd/1Qrge4,6229,3,8.7,312,"Ưu Đãi Du Lịch Tại Chỗ - Phòng Giường Đôi - Bao Gồm Giảm Giá 20% Đồ Ăn & Đồ Uống Và Các Quyền Lợi Miễn Phí","106.732724905014,10.8028875754455",https://is.gd/wRNo2K,500000
274,"Mia Saigon – Luxury Boutique Hotel",hotel_4295424,"Quận 2, TP. Hồ Chí Minh",https://is.gd/aBGc7d,6229,5,9.2,143,"Phòng Deluxe 2 Giường Đơn Nhìn Ra Sông","106.751698327047,10.8101453361996",https://is.gd/82EHZI,4995000
275,"Queen Central Hotel",hotel_1587298,"Quận 1, TP. Hồ Chí Minh",https://is.gd/NdSmXg,6229,3,8,168,"Phòng Superior Giường Đôi","106.696897242328,10.7718312338815",https://is.gd/ggkYLx,1725900
276,"A in Hotel Riverside",hotel_2483215,"Quận 4, TP. Hồ Chí Minh",https://is.gd/QeWr9L,6229,2,8.2,396,"Phòng Tiêu Chuẩn Giường Đôi","106.697520725066,10.7615405430256",https://is.gd/4TfG5p,382500
277,"Camelia Saigon Hotel",hotel_278947,"Quận 1, TP. Hồ Chí Minh",https://is.gd/MFRi7P,6229,3,8.5,124,"Phòng Deluxe có giường cỡ King","106.7049908638,10.776102282016",https://is.gd/WtgcGT,775000
278,"LA VELA Saigon Hotel",hotel_5937937,"Quận 3, TP. Hồ Chí Minh",https://is.gd/Vs1rHl,6229,5,8.7,67,"Phòng La Vela Deluxe 2 Giường Đơn Có Ban Công","106.685473,10.788561",https://is.gd/Fnk5zl,2301000
279,"The Art - Sunshine Apartment",hotel_5975065,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/PpJswl,6229,4,9,260,"Căn hộ Tiêu chuẩn","106.665491,10.806684",https://is.gd/tLsS8Y,630990
280,"The Akoya Ben Thanh Hotel",hotel_5221488,"Quận 1, TP. Hồ Chí Minh",https://is.gd/wuON5Z,6229,3,8.9,241,"Phòng Giường Đôi Hạng Bình dân không có cửa sổ","106.697447,10.774503",https://is.gd/mzDrZh,336375
281,"Cabana Hotel SaiGon",hotel_1175535,"Quận 1, TP. Hồ Chí Minh",https://is.gd/NsVnUz,6229,3,8.4,169,"Phòng Tiêu chuẩn có giường cỡ Queen","106.696341673611,10.7715381698982",https://is.gd/cpTKUz,399181
282,"M Hotel Saigon",hotel_4330592,"Quận 1, TP. Hồ Chí Minh",https://is.gd/yhNSsy,6229,4,8.9,501,"Phòng Zen Ở Góc","106.701965,10.773215",https://is.gd/cJS1UT,1497686
283,"Anh Duy Hotel",hotel_389464,"Quận 1, TP. Hồ Chí Minh",https://is.gd/MH0VuW,6229,2,7.2,101,"Ưu Đãi Sử Dụng Trong Ngày (3 giờ) - Lưu trú trong cùng ngày - Phụ phí áp dụng cho nghỉ qua đêm","106.702488362789,10.7693120446511",https://is.gd/dNH5rC,100000
284,"Saigon Prince Hotel",hotel_239681,"Quận 1, TP. Hồ Chí Minh",https://is.gd/ycqqcG,6229,4,8.1,795,"Phòng Deluxe 2 Giường Đơn","106.704406142235,10.773130089858",https://is.gd/kOiHuj,1400000
285,"Somerset Chancellor Court",hotel_191364,"Quận 1, TP. Hồ Chí Minh",https://is.gd/SuKdFt,6229,5,8.7,379,"Căn hộ Studio Executive","106.699452102184,10.7841386475347",https://is.gd/D2LbS8,1746360
286,"Muong Thanh Luxury Saigon Hotel",hotel_6498581,"Quận Phú Nhuận, TP. Hồ Chí Minh",https://is.gd/O7nZnw,6229,5,8.7,64,"Phòng Deluxe 2 Giường Đơn","106.67183,10.797575",https://is.gd/Cc3BVA,1440000
287,"7s Ken Luxury Saigon",hotel_5553598,"Quận 10, TP. Hồ Chí Minh",https://is.gd/Bb5IbN,6229,4,8.4,86,"Phòng Deluxe Giường Đôi","106.669115,10.772761",https://is.gd/Ze2l17,442350
288,"The Chill Suites - City Center",hotel_783782,"Quận 1, TP. Hồ Chí Minh",https://is.gd/MY3PxJ,6229,3,8.7,352,"Phòng 2 Giường đơn có tầm nhìn","106.690531075001,10.7719232871499",https://is.gd/RYKrTq,396000
289,"Sao Nam Hotel - Bui Vien Walking Street",hotel_476390,"Quận 1, TP. Hồ Chí Minh",https://is.gd/rpoLHp,6229,2,7.9,133,"Phòng Tiêu Chuẩn Giường Đôi","106.693996489048,10.7687797805368",https://is.gd/J6zhYa,300000
290,"Silverland Sakyo Hotel",hotel_1035494,"Quận 1, TP. Hồ Chí Minh",https://is.gd/y51ca6,6229,4,8.8,473,"Phòng Deluxe Giường Đôi - Không có Cửa sổ","106.704921126366,10.7806546680772",https://is.gd/op3u5W,1423681
291,"Thanh Long Hotel - Tra Khuc",hotel_5511436,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/ZgxXY0,6229,3,9.1,342,"Phòng Tiêu Chuẩn 2 Giường Đơn - Trả Khách Tại Sân Bay Miễn Phí","106.665414,10.805701",https://is.gd/shEn1M,528000
292,"Country House 373",hotel_1769437,"Quận 1, TP. Hồ Chí Minh",https://is.gd/m8qfhE,6229,2,8.2,444,"Phòng Tiêu Chuẩn Có Giường Cỡ King","106.690123906746,10.7664489200521",https://is.gd/hSsctt,366435
293,"Oakwood Residence Saigon",hotel_2894092,"Quận 7, TP. Hồ Chí Minh",https://is.gd/oABqCO,6229,5,9.1,161,Studio,"106.704553663736,10.7302250237147",https://is.gd/4E8Dlh,1899799
294,"A in Hotel Glamour",hotel_4095072,"Quận 2, TP. Hồ Chí Minh",https://is.gd/uSyCJT,6229,2,7.7,391,"Phòng Superior Giường Đôi","106.729765,10.798249",https://is.gd/VF5TK7,307800
295,"Palace Hotel Saigon",hotel_171881,"Quận 1, TP. Hồ Chí Minh",https://is.gd/88Snpv,6229,4,7.3,296,"Phòng Deluxe Giường Đôi","106.703606843948,10.7744053957607",https://is.gd/8VCqJw,1390950
296,"Full House Retreat - The Water Front",hotel_2162149,"Quận 1, TP. Hồ Chí Minh",https://is.gd/1XMrzw,6229,3,8.6,112,"Căn hộ với Ban công","106.687829901644,10.7931205423611",https://is.gd/EMnzLs,443750
297,"Vilion Central Hotel",hotel_3307684,"Quận 1, TP. Hồ Chí Minh",https://is.gd/1JwkOa,6229,3,7,166,"Ưu Đãi Sử Dụng Trong Ngày (2 Giờ) - Phòng Superior Giường Đôi","106.695130993883,10.7719153814469",https://is.gd/Fvgz9z,149400
298,"Memory Thảo Điền Hotel & Apartment",hotel_5872384,"Quận 2, TP. Hồ Chí Minh",https://is.gd/gLSDEF,6229,3,8.6,81,"Căn hộ Tiêu chuẩn","106.747536,10.8046",https://is.gd/5vQ1Ca,453333
299,"Papaya Saigon Central Hotel",hotel_2795870,"Quận 1, TP. Hồ Chí Minh",https://is.gd/cgfYjS,6229,3,8.5,407,"Phòng Deluxe Giường Đôi","106.699054956141,10.7739402453455",https://is.gd/Hf72ZM,636000
300,"An Lam Retreats Saigon River",hotel_347037,"TP. Hồ Chí Minh",https://is.gd/02ukPz,6229,5,8.9,169,"Suite An Lam Deluxe","106.699513792992,10.8707174933393",https://is.gd/h0Dbzd,5162184
301,"The Blue Airport Hotel",hotel_2711779,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/N2ndsq,6229,2,7.4,185,"Phòng Giường Đôi Sử Dụng Trong Ngày - Lưu Trú Tối Đa 4 Giờ","106.6621721,10.8037146",https://is.gd/ErAXj4,300000
302,"UpTown Hotel",hotel_4632781,"Quận 1, TP. Hồ Chí Minh",https://is.gd/6ybxTz,6229,3,8.7,417,"Phòng Tiêu Chuẩn Giường Đôi/2 Giường Đơn (Không Có Cửa Sổ)","106.699468,10.77353",https://is.gd/A1xsRu,617500
303,"Somerset D1Mension Ho Chi Minh City",hotel_5281990,"Quận 1, TP. Hồ Chí Minh",https://is.gd/UBGgGp,6229,5,9.1,125,"Căn Hộ Executive 1 Phòng Ngủ","106.687757,10.754952",https://is.gd/JEpb33,1924230
304,"The Odys Boutique Hotel",hotel_439803,"Quận 1, TP. Hồ Chí Minh",https://is.gd/77gR9c,6229,4,8.4,472,"Phòng Superior 2 Giường Đơn (Không có Cửa sổ)","106.700095832348,10.7695096672263",https://is.gd/CzrDZE,997920
305,"Silverland Charner Hotel",hotel_351831,"Quận 1, TP. Hồ Chí Minh",https://is.gd/RbblTg,6229,4,9.2,1616,"Phòng Deluxe 2 Giường đơn (Không Cửa sổ)","106.703952848911,10.7716202682431",https://is.gd/zs7hE5,963950
306,"Universe Saigon Apartment",hotel_5409263,"Quận Phú Nhuận, TP. Hồ Chí Minh",https://is.gd/IbRFHF,6229,2,8.5,362,"Phòng Tiêu Chuẩn Giường Đôi","106.678955668749,10.809500616305",https://is.gd/o3Qqdp,455000
307,"Cozrum Homes - Premier Residence",hotel_5441301,"Quận Bình Thạnh, TP. Hồ Chí Minh",https://is.gd/dGNSNu,6229,3,8.8,320,"Căn hộ Studio","106.705442470886,10.79631528795",https://is.gd/m4Uebe,448843
308,"DYN OPERA Hotel",hotel_464309,"Quận 1, TP. Hồ Chí Minh",https://is.gd/w3nepf,6229,3,8.5,369,"Phòng Deluxe Giường Đôi/2 Giường Đơn","106.704129874706,10.7779915059262",https://is.gd/EorShQ,381600
309,"Harmony Saigon Hotel & Spa",hotel_270254,"Quận 1, TP. Hồ Chí Minh",https://is.gd/N5OX4q,6229,4,8.7,760,"Phòng Deluxe Giường Đôi/2 Giường Đơn","106.690346002579,10.7720444946273",https://is.gd/xRMBwY,745208
310,"Hà Nội Hotel",hotel_3789563,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/6OuoSr,6229,3,8.1,454,"Phòng Deluxe Có Giường Cỡ King","106.66023,10.796567",https://is.gd/dwUh9b,600000
311,"Lotte Hotel Saigon",hotel_291654,"Quận 1, TP. Hồ Chí Minh",https://is.gd/f8pjmc,6229,5,8.6,283,"Phòng Deluxe 2 Giường Đơn","106.706782579422,10.7787213702865",https://is.gd/ztemfK,2504320
312,"Somerset Ho Chi Minh City",hotel_191363,"Quận 1, TP. Hồ Chí Minh",https://is.gd/HeqgaQ,6229,5,8.9,1087,"Căn hộ Deluxe 1 Phòng ngủ (2 Người lớn)","106.702769994736,10.7893503134332",https://is.gd/6cpNBU,1891890
313,"PT House",hotel_5799676,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/310yWg,6229,3,8.7,156,"Phòng Tiêu Chuẩn Có Giường Cỡ King","106.639834,10.803178",https://is.gd/Lnqhw6,260000
314,"Meraki Boutique Hotel",hotel_557184,"Quận 1, TP. Hồ Chí Minh",https://is.gd/XwYcgv,6229,2,8.3,15,"Sử Dụng Trong Ngày (3 Giờ) - Phòng Tiêu Chuẩn Giường Đôi","106.691869452115,10.7663793003904",https://is.gd/dxZTkr,105000
315,"Prague Hotel",hotel_2663394,"Quận 1, TP. Hồ Chí Minh",https://is.gd/YNjSRQ,6229,3,8.4,1345,"Phòng Superior Giường Đôi Không có Cửa sổ","106.693574,10.768784",https://is.gd/F04URD,456000
316,"Blue Diamond Luxury Hotel",hotel_4684105,"Quận 1, TP. Hồ Chí Minh",https://is.gd/yvbZO6,6229,4,8.4,240,"Phòng Đôi Deluxe","106.705417,10.777787",https://is.gd/RS1OkL,692605
317,"Havana Airport Hotel",hotel_5479543,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/mI1Tpc,6229,3,8.3,170,"Phòng Tiêu Chuẩn Giường Đôi","106.666538,10.811016",https://is.gd/oAOXFz,617400
318,"CityHouse-Sonata Residence & Hotel",hotel_4005116,"Quận 7, TP. Hồ Chí Minh",https://is.gd/O2xyjs,6229,3,8.2,239,"Phòng Studio Đôi","106.725648,10.737473",https://is.gd/JvZbQ2,573750
319,"Saigon Hanoi Hotel",hotel_258892,"Quận 1, TP. Hồ Chí Minh",https://is.gd/GSW5Iz,6229,3,8.1,40,"Phòng Superior Giường đôi - Không kèm Bữa sáng","106.705476343632,10.7776331603218",https://is.gd/4d7wqb,534650
320,"The Art - G9 Homestay",hotel_5363596,"Quận 1, TP. Hồ Chí Minh",https://is.gd/c0O68V,6229,0,9.5,409,"Studio Có Ban Công","106.686007,10.766085",https://is.gd/l4sfWC,419184
321,"Mars & Venus Hotel",hotel_6114292,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/HM5NQf,6229,3,8.5,187,"Phòng Tiêu Chuẩn Giường Đôi","106.666754,10.811231",https://is.gd/bAY2oF,373500
322,"Ipeace Hotel",hotel_278849,"Quận 1, TP. Hồ Chí Minh",https://is.gd/GnbLaA,6229,3,8.2,520,"Phòng Tiêu chuẩn Giường Đôi - Không có Cửa sổ","106.694090366364,10.7685558077324",https://is.gd/JFsTVx,241500
323,"Christina's - Hotel & Café",hotel_1822893,"Quận 1, TP. Hồ Chí Minh",https://is.gd/eTQxhb,6229,0,9.4,244,"Suite có Ban công.","106.686581728836,10.7653494599874",https://is.gd/XvMN8M,1762500
324,"The One Hotel Ben Thanh",hotel_796825,"Quận 1, TP. Hồ Chí Minh",https://is.gd/xWGXJn,6229,3,7.5,319,"Ưu Đãi Sử Dụng Trong Ngày (2 giờ) - Lưu trú trong cùng ngày - Phụ phí áp dụng cho nghỉ qua đêm","106.694825828108,10.7724158020259",https://is.gd/bB6bsS,150000
325,"Indochine Ben Thanh Hotel & Apartments",hotel_4523571,"Quận 1, TP. Hồ Chí Minh",https://is.gd/m33A2e,6229,3,8.3,757,"Phòng Superior có giường cỡ Queen","106.698911,10.773266",https://is.gd/nP2DtC,544000
326,"Love Hotel Airport",hotel_5805742,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/WNf8Lx,6229,1,8.7,81,"Phòng Superior Giường Đôi","106.672862845404,10.8154641676104",https://is.gd/tE5u3N,433500
327,"HoLo Bui Vien Saigon Serviced HomeStay",hotel_5512227,"Quận 1, TP. Hồ Chí Minh",https://is.gd/GwHc37,6229,3,8.4,131,"Phòng Tiêu Chuẩn Giường Đôi","106.694231,10.767823",https://is.gd/B3HUWI,420000
328,"Innside by Melia Saigon Central",hotel_4698055,"Quận 1, TP. Hồ Chí Minh",https://is.gd/Kxui8y,6229,4,8.6,193,"The INNSIDE Room","106.702529,10.772435",https://is.gd/11Qnb8,1200000
329,"SAIGON GARDEN HILL Resort & Apartment",hotel_4653768,"Quận Gò Vấp, TP. Hồ Chí Minh",https://is.gd/OAn1py,6229,3,7.8,65,"Căn Hộ","106.686646,10.815017",https://is.gd/dwESb5,490000
330,"Cactusland Apartment",hotel_4342502,"Quận Phú Nhuận, TP. Hồ Chí Minh",https://is.gd/4VJw8n,6229,3,8.8,275,"Ưu Đãi Sử Dụng Trong Ngày ( 4 giờ ) - Nâng Cấp Phòng Miễn Phí (tùy vào tình trạng sẵn có)","106.673755,10.795837",https://is.gd/NGy4ee,349999
331,"GK Central Hotel",hotel_849618,"Quận 1, TP. Hồ Chí Minh",https://is.gd/qVAFYR,6229,3,8.3,592,"Phòng Superior","106.696960330009,10.7738889502195",https://is.gd/A6omMX,520200
332,"Sabay Airport Apartment - The Connect",hotel_4711077,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/JzlK4d,6229,3,8.6,195,"Căn Hộ có Cửa Sổ","106.66566,10.809949",https://is.gd/W48NLe,522504
333,"Triple E",hotel_2835881,"Quận 1, TP. Hồ Chí Minh",https://is.gd/PXZqU7,6229,3,8.7,712,"Phòng Giường Đôi","106.699868,10.769153",https://is.gd/zRu8XQ,594720
334,"Blue Sky Hotel",hotel_4328612,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/zGRsnl,6229,3,8.1,478,"Phòng Superior có giường cỡ Queen","106.66856,10.812307",https://is.gd/RMn2IY,633250
335,"Orchid Boutique Hotel & Apartment",hotel_4439224,"Quận 7, TP. Hồ Chí Minh",https://is.gd/Ajqlqo,6229,3,9.3,58,"Phòng Deluxe 2 Giường Đơn","106.709051,10.731624",https://is.gd/BnstdN,866250
336,"The Hut Boutique Hotel-Notre Dame",hotel_5038730,"Quận 3, TP. Hồ Chí Minh",https://is.gd/805zOW,6229,3,9.1,611,"Phòng Tiêu Chuẩn Giường Đôi","106.692978,10.786279",https://is.gd/1UgCSD,587138
337,"Saigon Charm Hotel",hotel_3783190,"Quận 1, TP. Hồ Chí Minh",https://is.gd/fsEOST,6229,0,6.4,139,"Phòng Giường Đôi - Sử Dụng Trong Ngày (4 Giờ)","106.696585,10.773538",https://is.gd/hnPJDF,160000
338,"HOME Hotel",hotel_6717989,"Quận Phú Nhuận, TP. Hồ Chí Minh",https://is.gd/4OX39v,6229,3,9.3,18,"Phòng Superior có giường cỡ Queen","106.675831,10.796012",https://is.gd/iVxdSD,788312
339,"H79 HOTEL",hotel_5143598,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/hUh8SU,6229,2,8.1,264,"Ưu Đãi Sử Dụng Trong Ngày (4 Giờ) - Phòng Tiêu Chuẩn Giường Đôi","106.660005370535,10.8009308090862",https://is.gd/LibDar,170000
340,"Novotel Saigon Centre",hotel_391572,"Quận 3, TP. Hồ Chí Minh",https://is.gd/V1hDLG,6229,4,8.3,262,"Phòng Superior Giường Đôi","106.695975959301,10.7843547042348",https://is.gd/DfjIBo,1829982
341,"OYO 231 Thien Cung Hotel",hotel_3023885,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/QbX5uE,6229,2,8,339,"Phòng Tiêu Chuẩn Giường Đôi","106.648953,10.79668",https://is.gd/VfPDGs,316066
342,"Saigonciti Hotel A",hotel_475727,"Quận 1, TP. Hồ Chí Minh",https://is.gd/WUXObs,6229,3,8.3,673,"Phòng Deluxe 2 Giường Đơn","106.694090366364,10.7689088941955",https://is.gd/gJB7nf,429000
343,"Sheraton Saigon Hotel & Towers",hotel_380813,"Quận 1, TP. Hồ Chí Minh",https://is.gd/lfciwb,6229,5,8.7,151,"Phòng Superior Deluxe Có 1 Giường Cỡ King","106.704140603542,10.7756543471324",https://is.gd/CntpkM,3927000
344,"Joy Inn Airport Hotel",hotel_6563924,"Quận Tân Bình, TP. Hồ Chí Minh",https://is.gd/OrG9uD,6229,3,7.6,52,"Phòng Tiêu Chuẩn Giường Đôi","106.637284,10.804411",https://is.gd/ZWERQL,333000
345,"La Memoria Hotel - City Centre",hotel_571877,"Quận 1, TP. Hồ Chí Minh",https://is.gd/S7CKBD,6229,1,9.2,58,"Phòng Tiêu chuẩn 2 Giường Đơn","106.689761281013,10.7636230938754",https://is.gd/IM3giw,472000
346,"OYO 463 Phu Hoang Nam",hotel_1835003,"Quận Bình Tân, TP. Hồ Chí Minh",https://is.gd/xL0FWO,6229,2,8.8,254,"Phòng Superior Giường Đôi","106.603734481614,10.7904730824622",https://is.gd/TAl0er,307286
347,"The Royal Hotel & Apartment - Phu My Hung",hotel_5690082,"Quận 7, TP. Hồ Chí Minh",https://is.gd/usu9Bz,6229,2,9.1,97,"Phòng Có Giường Cỡ Queen Nhìn Ra Vườn","106.709406710889,10.7315862588328",https://is.gd/kQbxJV,515289
348,"Sunshine Boutique Hotel Phu My Hung",hotel_5337889,"Quận 7, TP. Hồ Chí Minh",https://is.gd/FxEOvj,6229,3,8.1,57,"Phòng Tiêu Chuẩn Giường Đôi","106.70985,10.732096",https://is.gd/IazVeF,476850
